"Saison";"Sptag";"Heim";"Auswaerts";"ToreH";"ToreA";"TorminH";"TorminA";"GelbH";"GelbRotH";"RotH";"MinH";"GelbA";"GelbRotA";"RotA";"MinA"
1998;8;"bmuenchen";"schalke";1;1;"51";"26";1;0;0;"";2;0;0;""
1998;8;"dortmund";"1860muenchen";2;3;"19/62";"13/30/48";3;0;0;"";3;0;0;""
1998;8;"hamburg";"bochum";2;1;"52/78";"61";2;0;0;"";3;0;0;""
1998;8;"klautern";"bremen";1;3;"6";"56/85/89";2;0;0;"";4;0;0;""
1998;8;"leverkusen";"rostock";1;1;"87";"45";2;0;0;"";1;0;0;""
1998;8;"mgladbach";"karlsruhe";1;1;"89";"49";0;0;0;"";0;0;0;""
1998;8;"wolfsburg";"vfbstuttgart";1;0;"77";"";1;0;0;"";2;0;0;""
1998;8;"herthabsc";"fckoeln";1;0;"36";"";3;0;0;"";2;1;0;"90"
1998;9;"bremen";"mgladbach";1;0;"75";"";3;0;0;"";3;1;0;"82"
1998;9;"1860muenchen";"klautern";1;3;"14";"22/35/84";3;0;0;"";3;0;0;""
1998;9;"bielefeld";"dortmund";3;1;"66/80/89";"70";3;0;0;"";5;1;0;"65"
1998;9;"bochum";"bmuenchen";2;3;"16/64";"23/34/56";1;1;0;"81";2;0;0;""
1998;9;"karlsruhe";"wolfsburg";2;1;"8/24";"89";2;0;0;"";3;0;0;""
1998;9;"leverkusen";"duisburg";2;1;"11/23";"5";3;0;0;"";2;0;0;""
1998;9;"rostock";"fckoeln";1;2;"63";"27/47";2;0;0;"";2;0;0;""
1998;9;"schalke";"herthabsc";1;0;"56";"";2;0;0;"";3;0;0;""
1998;9;"vfbstuttgart";"hamburg";5;2;"2/58/65/75/79";"16/55";1;0;0;"";1;0;0;""
1998;10;"herthabsc";"bochum";2;2;"26/63";"39/53";3;0;0;"";1;0;0;""
1998;10;"dortmund";"leverkusen";0;1;"";"67";2;0;0;"";4;0;0;""
1998;10;"hamburg";"karlsruhe";3;1;"42/54/90";"33";2;0;0;"";1;0;0;""
1998;10;"fckoeln";"schalke";0;2;"";"44/86";2;0;0;"";1;0;0;""
1998;10;"wolfsburg";"bremen";1;0;"90";"";1;0;0;"";1;0;0;""
1998;10;"duisburg";"rostock";0;1;"";"23";1;1;0;"76";4;0;0;""
1998;10;"klautern";"bielefeld";3;1;"18/32/66";"39";1;0;0;"";3;0;0;""
1998;10;"mgladbach";"1860muenchen";5;1;"7/37/62/76/79";"35";1;0;0;"";3;0;0;""
1998;10;"bmuenchen";"vfbstuttgart";3;3;"13/60/84";"14/62/68";1;0;1;"4";2;0;0;""
1998;11;"bochum";"fckoeln";2;1;"27/89";"67";2;0;0;"";1;0;0;""
1998;11;"bremen";"hamburg";0;0;"";"";3;1;0;"64";3;0;0;""
1998;11;"duisburg";"dortmund";0;0;"";"";1;0;0;"";2;0;0;""
1998;11;"karlsruhe";"bmuenchen";1;1;"40";"78";3;0;0;"";1;0;0;""
1998;11;"leverkusen";"klautern";1;1;"72";"85";2;0;0;"";0;0;0;""
1998;11;"1860muenchen";"wolfsburg";2;1;"23/34";"52";3;0;0;"";4;0;0;""
1998;11;"rostock";"schalke";4;1;"18/39/59/88";"69";2;0;0;"";2;0;0;""
1998;11;"vfbstuttgart";"herthabsc";4;1;"19/35/72/77";"81";1;0;0;"";2;0;0;""
1998;11;"bielefeld";"mgladbach";3;1;"3/32/90";"7";4;0;0;"";2;0;0;""
1998;12;"klautern";"duisburg";1;0;"21";"";0;0;0;"";0;0;0;""
1998;12;"schalke";"bochum";2;0;"68/77";"";1;0;0;"";3;0;0;""
1998;12;"herthabsc";"karlsruhe";3;1;"56/81/90";"2";2;0;0;"";3;0;0;""
1998;12;"dortmund";"rostock";3;2;"3/40/53";"9/88";4;0;0;"";2;0;0;""
1998;12;"hamburg";"1860muenchen";1;2;"77";"41/71";1;1;0;"79";3;1;0;"47"
1998;12;"mgladbach";"leverkusen";2;2;"10/89";"23/78";1;0;0;"";2;0;0;""
1998;12;"bmuenchen";"bremen";2;0;"33/71";"";2;0;0;"";2;0;0;""
1998;12;"wolfsburg";"bielefeld";2;0;"27/67";"";3;0;0;"";2;0;0;""
1998;12;"fckoeln";"vfbstuttgart";4;2;"2/15/39/68";"9/76";1;0;0;"";2;0;0;""
1998;13;"duisburg";"mgladbach";4;5;"7/23/82/88";"9/37/69/76/90";1;0;0;"";2;0;0;""
1998;13;"dortmund";"klautern";2;2;"1/30";"41/76";1;0;0;"";2;0;0;""
1998;13;"leverkusen";"wolfsburg";2;1;"37/80";"85";0;0;0;"";2;0;0;""
1998;13;"bremen";"herthabsc";0;2;"";"10/88";2;0;0;"";5;0;0;""
1998;13;"karlsruhe";"fckoeln";3;1;"57/68/90";"42";2;0;0;"";2;0;0;""
1998;13;"rostock";"bochum";2;2;"19/76";"52/59";3;0;0;"";4;0;0;""
1998;13;"vfbstuttgart";"schalke";0;0;"";"";3;0;0;"";3;0;0;""
1998;13;"1860muenchen";"bmuenchen";2;2;"9/52";"35/54";4;0;0;"";2;0;1;"68"
1998;13;"bielefeld";"hamburg";0;3;"";"37/50/60";3;0;0;"";1;0;0;""
1998;14;"klautern";"rostock";4;3;"2/38/48/83";"8/18/67";3;0;0;"";4;0;0;""
1998;14;"wolfsburg";"duisburg";0;2;"";"14/45";1;0;0;"";1;0;0;""
1998;14;"herthabsc";"1860muenchen";2;0;"15/33";"";1;0;0;"";2;0;0;""
1998;14;"hamburg";"leverkusen";0;1;"";"56";2;0;0;"";1;0;0;""
1998;14;"fckoeln";"bremen";2;0;"86/90";"";2;0;0;"";4;0;0;""
1998;14;"mgladbach";"dortmund";1;1;"4";"17";1;0;0;"";3;0;0;""
1998;14;"bmuenchen";"bielefeld";1;0;"24";"";0;0;0;"";2;0;0;""
1998;14;"schalke";"karlsruhe";2;0;"77/90";"";1;0;0;"";1;0;0;""
1998;14;"bochum";"vfbstuttgart";0;2;"";"74/89";4;0;0;"";3;0;0;""
1998;15;"duisburg";"hamburg";3;0;"14/45/78";"";3;0;0;"";1;0;0;""
1998;15;"karlsruhe";"bochum";1;1;"64";"90";2;0;0;"";1;0;0;""
1998;15;"bremen";"schalke";2;1;"36/39";"34";2;0;0;"";4;1;0;"57"
1998;15;"dortmund";"wolfsburg";2;1;"45/60";"72";3;0;0;"";3;0;0;""
1998;15;"bielefeld";"herthabsc";1;3;"37";"60/63/90";2;0;0;"";5;0;0;""
1998;15;"mgladbach";"klautern";1;3;"65";"29/49/76";1;0;0;"";1;0;0;""
1998;15;"1860muenchen";"fckoeln";1;0;"22";"";1;0;0;"";2;0;0;""
1998;15;"vfbstuttgart";"rostock";2;1;"10/71";"63";3;0;0;"";0;0;0;""
1998;15;"leverkusen";"bmuenchen";4;2;"45/69/90/90";"6/25";1;0;1;"33";4;0;0;""
1998;16;"bochum";"bremen";0;1;"";"65";1;0;0;"";1;0;0;""
1998;16;"hamburg";"dortmund";1;3;"41";"21/56/74";2;1;0;"80";3;0;0;""
1998;16;"herthabsc";"leverkusen";2;2;"2/32";"62/67";3;0;0;"";4;0;0;""
1998;16;"fckoeln";"bielefeld";3;5;"15/20/63";"7/10/48/81/90";1;0;0;"";1;0;0;""
1998;16;"bmuenchen";"duisburg";3;0;"10/37/72";"";2;0;0;"";1;0;0;""
1998;16;"schalke";"1860muenchen";2;0;"50/90";"";1;0;0;"";2;0;0;""
1998;16;"vfbstuttgart";"karlsruhe";3;0;"21/34/64";"";1;0;0;"";3;1;0;"79"
1998;16;"wolfsburg";"klautern";2;1;"25/81";"65";3;0;0;"";2;0;0;""
1998;16;"rostock";"mgladbach";2;0;"7/28";"";0;0;0;"";3;0;0;""
1998;17;"leverkusen";"fckoeln";4;0;"18/38/89/90";"";2;0;0;"";4;0;0;""
1998;17;"dortmund";"bmuenchen";0;2;"";"36/40";2;0;0;"";1;0;0;""
1998;17;"karlsruhe";"rostock";3;0;"22/46/79";"";0;0;0;"";1;0;0;""
1998;17;"duisburg";"herthabsc";0;1;"";"22";2;0;0;"";2;0;0;""
1998;17;"bielefeld";"schalke";1;1;"70";"83";2;0;0;"";2;0;0;""
1998;17;"bremen";"vfbstuttgart";2;2;"61/69";"84/89";2;0;0;"";2;1;0;"25"
1998;17;"klautern";"hamburg";2;1;"75/90";"58";0;0;0;"";4;2;0;"41/80"
1998;17;"mgladbach";"wolfsburg";0;2;"";"24/28";2;0;0;"";1;0;0;""
1998;17;"1860muenchen";"bochum";0;2;"";"5/15";3;0;0;"";1;0;0;""
1998;18;"klautern";"bmuenchen";2;0;"45/85";"";2;0;0;"";4;0;0;""
1998;18;"bielefeld";"bochum";0;2;"";"70/86";2;0;0;"";3;0;0;""
1998;18;"bremen";"karlsruhe";2;4;"17/37";"7/56/85/87";2;0;0;"";1;0;0;""
1998;18;"duisburg";"fckoeln";2;2;"3/72";"45/80";0;0;0;"";2;0;0;""
1998;18;"leverkusen";"schalke";0;0;"";"";1;0;0;"";2;0;0;""
1998;18;"mgladbach";"hamburg";1;1;"15";"68";3;0;0;"";2;0;0;""
1998;18;"1860muenchen";"vfbstuttgart";1;3;"10";"62/65/89";1;0;0;"";2;1;0;"78"
1998;18;"wolfsburg";"rostock";1;1;"55";"74";1;0;0;"";7;0;0;""
1998;18;"dortmund";"herthabsc";3;0;"3/17/73";"";0;0;0;"";0;0;0;""
1998;19;"rostock";"bremen";1;2;"11";"13/53";1;0;0;"";2;0;0;""
1998;19;"herthabsc";"klautern";2;0;"2/72";"";2;0;0;"";3;0;0;""
1998;19;"hamburg";"wolfsburg";1;2;"88";"37/71";2;0;0;"";4;0;0;""
1998;19;"karlsruhe";"1860muenchen";0;0;"";"";2;0;0;"";2;0;0;""
1998;19;"fckoeln";"dortmund";4;2;"7/17/62/75";"20/50";1;0;0;"";0;0;0;""
1998;19;"bmuenchen";"mgladbach";3;2;"21/50/52";"63/87";2;0;0;"";2;0;0;""
1998;19;"schalke";"duisburg";1;1;"5";"31";1;0;0;"";3;0;0;""
1998;19;"vfbstuttgart";"bielefeld";1;0;"80";"";2;0;0;"";2;0;0;""
1998;19;"bochum";"leverkusen";0;0;"";"";0;0;0;"";4;0;0;""
1998;20;"dortmund";"schalke";2;2;"26/79";"75/90";2;0;0;"";4;0;0;""
1998;20;"mgladbach";"herthabsc";4;2;"11/36/69/80";"5/7";2;0;0;"";3;0;0;""
1998;20;"bielefeld";"karlsruhe";2;1;"58/88";"36";3;1;0;"80";1;0;0;""
1998;20;"duisburg";"bochum";2;0;"49/70";"";1;0;0;"";2;0;0;""
1998;20;"klautern";"fckoeln";3;2;"25/59/82";"45/75";1;0;0;"";4;0;0;""
1998;20;"leverkusen";"vfbstuttgart";6;1;"2/15/19/76/79/80";"34";0;0;0;"";3;0;0;""
1998;20;"1860muenchen";"bremen";0;1;"";"57";1;0;0;"";1;0;0;""
1998;20;"wolfsburg";"bmuenchen";2;3;"45/47";"5/26/79";1;0;0;"";2;0;0;""
1998;20;"hamburg";"rostock";0;1;"";"14";2;0;1;"80";2;0;0;""
1998;21;"vfbstuttgart";"duisburg";1;1;"15";"55";0;0;0;"";3;0;0;""
1998;21;"bochum";"dortmund";2;1;"3/65";"81";1;0;0;"";2;0;0;""
1998;21;"herthabsc";"wolfsburg";1;0;"2";"";2;0;0;"";3;0;0;""
1998;21;"bremen";"bielefeld";2;1;"37/79";"24";2;0;0;"";3;0;0;""
1998;21;"fckoeln";"mgladbach";3;2;"30/69/84";"51/72";3;0;0;"";1;0;0;""
1998;21;"bmuenchen";"hamburg";3;0;"1/41/56";"";0;0;0;"";2;0;0;""
1998;21;"rostock";"1860muenchen";3;0;"48/83/90";"";1;0;0;"";5;0;0;""
1998;21;"schalke";"klautern";1;1;"58";"9";2;0;0;"";1;0;0;""
1998;21;"karlsruhe";"leverkusen";1;1;"10";"23";0;0;0;"";2;0;0;""
1998;22;"duisburg";"karlsruhe";1;0;"80";"";2;0;0;"";2;0;0;""
1998;22;"klautern";"bochum";3;0;"32/45/82";"";0;0;0;"";2;0;1;"20"
1998;22;"bielefeld";"1860muenchen";1;1;"63";"87";1;0;0;"";2;0;1;"66"
1998;22;"dortmund";"vfbstuttgart";3;1;"22/29/42";"63";4;0;0;"";2;0;0;""
1998;22;"hamburg";"herthabsc";1;1;"28";"5";4;0;0;"";3;0;0;""
1998;22;"leverkusen";"bremen";4;1;"7/66/71/86";"37";1;0;0;"";3;0;1;"82"
1998;22;"mgladbach";"schalke";0;1;"";"42";3;0;0;"";2;0;0;""
1998;22;"bmuenchen";"rostock";2;0;"16/18";"";3;0;0;"";2;0;0;""
1998;22;"wolfsburg";"fckoeln";1;1;"75";"87";3;0;0;"";2;0;0;""
1998;23;"karlsruhe";"dortmund";0;1;"";"41";2;0;0;"";3;1;0;"73"
1998;23;"bremen";"duisburg";2;2;"6/82";"54/80";0;0;0;"";0;0;0;""
1998;23;"fckoeln";"hamburg";1;2;"87";"64/80";3;0;0;"";1;0;0;""
1998;23;"herthabsc";"bmuenchen";2;1;"18/70";"84";1;0;0;"";3;0;0;""
1998;23;"bochum";"mgladbach";3;1;"45/48/76";"28";2;0;0;"";2;0;0;""
1998;23;"1860muenchen";"leverkusen";3;4;"12/68/70";"59/74/76/83";3;0;0;"";1;0;0;""
1998;23;"rostock";"bielefeld";2;1;"12/84";"73";2;0;0;"";3;0;0;""
1998;23;"schalke";"wolfsburg";1;1;"12";"37";3;0;0;"";3;0;1;"72"
1998;23;"vfbstuttgart";"klautern";0;1;"";"80";3;0;0;"";1;0;0;""
1998;24;"dortmund";"bremen";2;2;"77/80";"75/88";1;0;0;"";2;0;0;""
1998;24;"klautern";"karlsruhe";0;0;"";"";1;0;0;"";3;0;0;""
1998;24;"duisburg";"1860muenchen";0;2;"";"52/89";1;0;0;"";2;0;0;""
1998;24;"hamburg";"schalke";1;1;"70";"34";2;0;0;"";1;0;0;""
1998;24;"leverkusen";"bielefeld";0;0;"";"";2;0;0;"";4;1;0;"72"
1998;24;"mgladbach";"vfbstuttgart";0;0;"";"";5;0;0;"";4;0;0;""
1998;24;"bmuenchen";"fckoeln";0;2;"";"49/63";1;0;0;"";3;0;0;""
1998;24;"wolfsburg";"bochum";0;2;"";"16/80";3;0;0;"";3;1;0;"80"
1998;24;"herthabsc";"rostock";1;1;"52";"58";1;0;0;"";2;0;0;""
1998;25;"bochum";"hamburg";0;0;"";"";3;0;0;"";3;0;1;"35"
1998;25;"bremen";"klautern";1;1;"14";"35";3;1;0;"68";3;1;0;"70"
1998;25;"bielefeld";"duisburg";3;3;"6/70/83";"66/75/88";1;0;0;"";2;0;0;""
1998;25;"karlsruhe";"mgladbach";2;5;"28/58";"17/49/68/88/90";3;0;0;"";3;0;0;""
1998;25;"fckoeln";"herthabsc";2;0;"42/88";"";1;1;0;"36";2;0;0;""
1998;25;"1860muenchen";"dortmund";4;2;"4/8/15/25";"81/83";2;0;0;"";0;0;0;""
1998;25;"rostock";"leverkusen";1;2;"46";"13/39";2;0;0;"";2;0;0;""
1998;25;"vfbstuttgart";"wolfsburg";2;1;"61/77";"21";3;0;0;"";2;0;0;""
1998;25;"schalke";"bmuenchen";1;0;"19";"";2;0;1;"74";4;0;0;""
1998;26;"duisburg";"leverkusen";1;1;"4";"36";4;0;0;"";2;0;0;""
1998;26;"herthabsc";"schalke";1;4;"54";"22/46/74/90";2;0;0;"";2;0;0;""
1998;26;"dortmund";"bielefeld";3;2;"26/63/87";"89/90";1;0;0;"";2;1;0;"19"
1998;26;"hamburg";"vfbstuttgart";0;0;"";"";1;0;0;"";3;0;0;""
1998;26;"klautern";"1860muenchen";1;0;"45";"";1;0;0;"";1;0;0;""
1998;26;"mgladbach";"bremen";0;0;"";"";1;0;1;"24";2;0;0;""
1998;26;"bmuenchen";"bochum";0;0;"";"";0;0;0;"";2;0;0;""
1998;26;"wolfsburg";"karlsruhe";1;2;"9";"30/69";1;0;0;"";0;0;0;""
1998;26;"fckoeln";"rostock";0;0;"";"";2;0;0;"";5;0;0;""
1998;27;"bremen";"wolfsburg";3;1;"45/61/84";"65";1;0;0;"";1;0;0;""
1998;27;"karlsruhe";"hamburg";0;1;"";"60";2;0;0;"";2;0;0;""
1998;27;"1860muenchen";"mgladbach";2;0;"45/54";"";1;0;0;"";2;0;0;""
1998;27;"rostock";"duisburg";2;1;"29/87";"62";2;0;0;"";3;0;0;""
1998;27;"vfbstuttgart";"bmuenchen";0;3;"";"21/40/78";1;0;0;"";1;0;0;""
1998;27;"bielefeld";"klautern";2;2;"35/64";"24/87";3;0;0;"";0;0;0;""
1998;27;"bochum";"herthabsc";2;1;"10/56";"71";1;0;0;"";5;0;0;""
1998;27;"leverkusen";"dortmund";2;2;"61/80";"20/78";0;0;0;"";2;0;0;""
1998;27;"schalke";"fckoeln";1;0;"90";"";4;0;0;"";2;0;0;""
1998;28;"hamburg";"bremen";2;1;"78/90";"25";2;0;0;"";2;0;0;""
1998;28;"wolfsburg";"1860muenchen";1;0;"28";"";2;0;0;"";4;0;0;""
1998;28;"herthabsc";"vfbstuttgart";3;0;"25/45/71";"";1;0;0;"";4;0;0;""
1998;28;"dortmund";"duisburg";3;0;"28/67/72";"";3;0;0;"";2;0;0;""
1998;28;"klautern";"leverkusen";0;3;"";"61/78/90";1;0;0;"";3;0;0;""
1998;28;"mgladbach";"bielefeld";0;0;"";"";1;0;1;"45";4;0;0;""
1998;28;"bmuenchen";"karlsruhe";1;1;"76";"45";0;0;0;"";1;0;0;""
1998;28;"schalke";"rostock";0;0;"";"";0;0;0;"";1;0;0;""
1998;28;"fckoeln";"bochum";2;1;"31/49";"51";4;1;0;"81";2;0;0;""
1998;29;"karlsruhe";"herthabsc";0;2;"";"47/90";1;0;0;"";3;0;0;""
1998;29;"duisburg";"klautern";1;1;"65";"41";1;0;0;"";3;0;0;""
1998;29;"bielefeld";"wolfsburg";0;1;"";"85";0;0;0;"";2;0;0;""
1998;29;"bochum";"schalke";3;0;"45/74/88";"";0;0;0;"";1;0;0;""
1998;29;"bremen";"bmuenchen";0;3;"";"7/61/81";2;0;0;"";2;0;0;""
1998;29;"leverkusen";"mgladbach";1;1;"49";"51";3;0;0;"";1;0;0;""
1998;29;"1860muenchen";"hamburg";1;1;"54";"39";2;0;0;"";3;1;0;"90"
1998;29;"rostock";"dortmund";3;1;"54/60/83";"18";2;0;0;"";0;0;0;""
1998;29;"vfbstuttgart";"fckoeln";1;1;"66";"84";0;0;0;"";0;0;0;""
1998;30;"bochum";"rostock";1;3;"74";"54/60/90";2;0;0;"";3;0;0;""
1998;30;"klautern";"dortmund";1;1;"80";"69";1;0;0;"";2;0;0;""
1998;30;"herthabsc";"bremen";0;2;"";"18/82";1;0;0;"";3;0;0;""
1998;30;"hamburg";"bielefeld";2;0;"28/90";"";2;0;0;"";4;0;0;""
1998;30;"fckoeln";"karlsruhe";0;1;"";"33";1;0;0;"";1;0;1;"87"
1998;30;"bmuenchen";"1860muenchen";3;1;"39/43/47";"73";1;0;0;"";3;0;0;""
1998;30;"schalke";"vfbstuttgart";3;4;"5/10/46";"15/45/69/90";0;0;0;"";0;0;0;""
1998;30;"wolfsburg";"leverkusen";1;0;"6";"";2;0;0;"";5;0;0;""
1998;30;"mgladbach";"duisburg";0;3;"";"27/37/39";1;0;0;"";1;0;0;""
1998;31;"bremen";"fckoeln";3;0;"36/65/81";"";1;0;0;"";4;0;0;""
1998;31;"duisburg";"wolfsburg";2;2;"71/78";"56/90";2;0;0;"";2;0;0;""
1998;31;"bielefeld";"bmuenchen";4;4;"3/40/74/82";"28/35/45/89";1;0;0;"";3;0;0;""
1998;31;"dortmund";"mgladbach";1;2;"73";"38/42";1;0;0;"";0;0;0;""
1998;31;"karlsruhe";"schalke";0;0;"";"";1;0;0;"";1;0;0;""
1998;31;"leverkusen";"hamburg";5;0;"13/38/63/70/73";"";2;0;0;"";3;0;0;""
1998;31;"1860muenchen";"herthabsc";3;1;"23/35/90";"53";3;0;0;"";4;0;0;""
1998;31;"rostock";"klautern";2;2;"1/46";"21/69";2;0;0;"";4;0;0;""
1998;31;"vfbstuttgart";"bochum";2;0;"20/90";"";3;0;0;"";1;0;0;""
1998;32;"herthabsc";"bielefeld";1;1;"80";"18";1;0;0;"";2;0;0;""
1998;32;"klautern";"mgladbach";3;2;"45/61/90";"16/43";1;0;0;"";3;0;0;""
1998;32;"bochum";"karlsruhe";3;3;"9/57/86";"16/43/73";1;0;0;"";5;0;0;""
1998;32;"hamburg";"duisburg";1;0;"27";"";1;0;0;"";2;0;0;""
1998;32;"fckoeln";"1860muenchen";2;3;"51/57";"13/32/34";4;0;0;"";3;0;0;""
1998;32;"rostock";"vfbstuttgart";1;1;"25";"74";2;0;0;"";3;0;0;""
1998;32;"schalke";"bremen";0;1;"";"18";3;0;0;"";3;0;0;""
1998;32;"wolfsburg";"dortmund";1;4;"42";"15/45/48/78";1;0;0;"";2;0;0;""
1998;32;"bmuenchen";"leverkusen";2;1;"16/49";"83";0;0;0;"";3;0;0;""
1998;33;"bielefeld";"fckoeln";2;1;"55/74";"16";2;0;0;"";3;0;0;""
1998;33;"bremen";"bochum";1;0;"81";"";1;0;0;"";3;0;0;""
1998;33;"dortmund";"hamburg";0;1;"";"1";0;0;0;"";1;0;0;""
1998;33;"duisburg";"bmuenchen";0;0;"";"";1;0;0;"";2;0;0;""
1998;33;"klautern";"wolfsburg";4;0;"24/52/55/88";"";1;0;0;"";1;0;0;""
1998;33;"karlsruhe";"vfbstuttgart";4;2;"8/48/75/90";"46/90";1;0;0;"";2;1;0;"68"
1998;33;"leverkusen";"herthabsc";0;1;"";"66";0;0;0;"";1;0;0;""
1998;33;"mgladbach";"rostock";5;2;"40/43/72/90/90";"25/57";5;0;0;"";5;1;1;"90/73"
1998;33;"1860muenchen";"schalke";1;0;"9";"";2;0;0;"";3;2;0;"59/65"
1998;34;"herthabsc";"duisburg";1;3;"68";"38/61/74";1;0;0;"";1;0;0;""
1998;34;"bochum";"1860muenchen";1;0;"39";"";4;0;0;"";2;0;0;""
1998;34;"hamburg";"klautern";1;1;"50";"86";0;0;0;"";0;0;0;""
1998;34;"fckoeln";"leverkusen";2;2;"24/61";"83/89";4;0;0;"";1;0;0;""
1998;34;"bmuenchen";"dortmund";4;0;"47/48/83/90";"";2;0;0;"";1;0;0;""
1998;34;"rostock";"karlsruhe";4;2;"30/45/67/73";"30/90";1;0;0;"";3;0;1;"68"
1998;34;"schalke";"bielefeld";2;1;"44/78";"14";4;1;0;"29";2;0;0;""
1998;34;"vfbstuttgart";"bremen";1;0;"73";"";1;0;1;"45";4;0;0;""
1998;34;"wolfsburg";"mgladbach";0;2;"";"13/35";1;0;0;"";3;0;0;""
1999;1;"duisburg";"frankfurt";2;1;"18/48";"26";2;0;0;"";2;0;0;""
1999;1;"vfbstuttgart";"dortmund";2;1;"8/17";"38";2;0;0;"";2;0;0;""
1999;1;"bochum";"freiburg";1;2;"73";"48/72";4;0;0;"";3;0;0;""
1999;1;"leverkusen";"rostock";3;1;"23/47/73";"42";2;0;0;"";2;0;0;""
1999;1;"mgladbach";"schalke";3;0;"2/10/80";"";0;0;0;"";2;0;0;""
1999;1;"1860muenchen";"klautern";1;2;"12";"42/62";5;0;0;"";1;0;0;""
1999;1;"nuernberg";"hamburg";1;1;"58";"88";2;0;0;"";1;0;0;""
1999;1;"wolfsburg";"bmuenchen";0;1;"";"64";2;0;0;"";3;0;0;""
1999;1;"herthabsc";"bremen";1;0;"54";"";1;0;0;"";3;0;0;""
1999;2;"bremen";"nuernberg";2;3;"22/24";"19/41/62";1;0;1;"79";3;0;0;""
1999;2;"rostock";"wolfsburg";3;3;"24/40/60";"30/32/88";3;0;0;"";3;0;0;""
1999;2;"dortmund";"herthabsc";3;0;"39/52/64";"";1;0;0;"";1;0;0;""
1999;2;"frankfurt";"1860muenchen";2;3;"10/54";"35/61/76";2;0;0;"";1;0;0;""
1999;2;"freiburg";"leverkusen";1;1;"71";"74";1;0;0;"";3;0;0;""
1999;2;"klautern";"mgladbach";2;1;"42/63";"83";1;0;0;"";2;0;0;""
1999;2;"bmuenchen";"duisburg";3;1;"20/63/86";"23";1;0;0;"";1;0;0;""
1999;2;"schalke";"vfbstuttgart";1;0;"55";"";0;0;0;"";2;0;0;""
1999;2;"hamburg";"bochum";1;0;"33";"";1;0;0;"";2;0;0;""
1999;3;"duisburg";"1860muenchen";1;1;"8";"56";1;0;0;"";1;0;0;""
1999;3;"bochum";"bremen";2;0;"2/69";"";1;0;0;"";2;0;0;""
1999;3;"mgladbach";"frankfurt";1;1;"89";"69";2;0;0;"";2;0;0;""
1999;3;"vfbstuttgart";"klautern";4;0;"32/71/79/85";"";2;0;0;"";1;0;0;""
1999;3;"wolfsburg";"freiburg";1;1;"77";"24";2;0;0;"";4;0;0;""
1999;3;"nuernberg";"dortmund";0;0;"";"";3;0;0;"";3;0;1;"53"
1999;3;"herthabsc";"schalke";2;0;"65/75";"";1;0;0;"";1;0;0;""
1999;3;"leverkusen";"hamburg";1;2;"84";"59/87";1;0;1;"26";2;0;0;""
1999;3;"bmuenchen";"rostock";6;1;"50/53/56/72/73/85";"65";3;0;0;"";1;0;0;""
1999;4;"frankfurt";"vfbstuttgart";1;1;"88";"72";1;1;0;"74";3;0;0;""
1999;4;"1860muenchen";"mgladbach";3;1;"2/23/84";"56";1;0;0;"";2;0;0;""
1999;4;"bremen";"leverkusen";2;2;"53/59";"43/90";1;0;0;"";5;0;0;""
1999;4;"freiburg";"bmuenchen";0;2;"";"21/35";0;0;0;"";3;0;0;""
1999;4;"hamburg";"wolfsburg";1;1;"39";"90";1;0;0;"";4;0;0;""
1999;4;"klautern";"herthabsc";4;3;"5/68/72/82";"1/45/53";1;0;0;"";4;0;0;""
1999;4;"rostock";"duisburg";3;0;"78/84/89";"";2;0;0;"";2;0;0;""
1999;4;"schalke";"nuernberg";2;2;"30/43";"52/69";2;0;0;"";4;0;0;""
1999;4;"dortmund";"bochum";0;1;"";"87";3;0;0;"";1;0;0;""
1999;5;"herthabsc";"frankfurt";3;1;"27/55/81";"14";1;0;0;"";1;0;1;"63"
1999;5;"rostock";"freiburg";0;2;"";"83/90";1;0;0;"";1;0;0;""
1999;5;"bochum";"schalke";1;2;"47";"52/71";2;0;1;"34";2;0;1;"7"
1999;5;"leverkusen";"dortmund";3;1;"34/48/56";"75";1;0;0;"";2;0;0;""
1999;5;"nuernberg";"klautern";1;1;"40";"86";2;0;0;"";3;1;0;"89"
1999;5;"vfbstuttgart";"1860muenchen";0;1;"";"67";1;0;0;"";1;0;0;""
1999;5;"wolfsburg";"bremen";2;4;"48/63";"23/26/30/90";1;0;0;"";1;1;0;"90"
1999;5;"duisburg";"mgladbach";2;2;"9/90";"70/86";2;0;0;"";1;0;0;""
1999;5;"bmuenchen";"hamburg";5;3;"9/39/58/71/89";"23/69/74";4;0;0;"";2;0;0;""
1999;6;"hamburg";"rostock";1;0;"83";"";2;0;0;"";4;1;1;"17/60"
1999;6;"1860muenchen";"herthabsc";2;0;"2/46";"";1;0;0;"";0;0;0;""
1999;6;"bremen";"bmuenchen";0;1;"";"88";1;0;0;"";2;0;0;""
1999;6;"dortmund";"wolfsburg";2;1;"27/66";"33";1;0;0;"";1;0;0;""
1999;6;"freiburg";"duisburg";2;2;"9/62";"49/58";2;0;0;"";2;0;0;""
1999;6;"klautern";"bochum";2;3;"5/58";"60/67/74";2;0;0;"";1;0;0;""
1999;6;"mgladbach";"vfbstuttgart";2;3;"37/42";"12/45/84";2;0;0;"";1;0;0;""
1999;6;"schalke";"leverkusen";0;1;"";"52";2;0;1;"90";2;0;1;"68"
1999;6;"frankfurt";"nuernberg";3;2;"20/77/87";"30/86";3;0;0;"";1;0;0;""
