"date","dax","ftse"
"5.10.2010",6215.83,3662.14
"6.10.2010",6270.73,3692.47
"7.10.2010",6276.25,3679.95
"8.10.2010",6291.67,3677.01
"11.10.2010",6309.51,3686.62
"12.10.2010",6304.57,3679.6
"13.10.2010",6434.52,3736.51
"14.10.2010",6455.27,3723.42
"15.10.2010",6492.3,3707.92
"18.10.2010",6516.63,3733.37
"19.10.2010",6490.69,3708.25
"20.10.2010",6524.55,3725.74
"21.10.2010",6611.01,3744.56
"22.10.2010",6605.84,3733.84
"25.10.2010",6639.21,3740.74
"26.10.2010",6613.8,3711.68
"27.10.2010",6568,3673.96
"28.10.2010",6595.28,3694.7
"29.10.2010",6601.37,3692.92
"1.11.2010",6604.86,3705.59
"2.11.2010",6654.31,3746.45
"3.11.2010",6617.8,3744.76
"4.11.2010",6734.69,3818.9
"5.11.2010",6754.2,3827.08
"8.11.2010",6750.5,3810.54
"9.11.2010",6787.81,3826.98
"10.11.2010",6719.84,3789.71
"11.11.2010",6723.41,3788.59
"12.11.2010",6734.61,3776.63
"15.11.2010",6790.17,3791.96
"16.11.2010",6663.24,3701.72
"17.11.2010",6700.07,3715.47
"18.11.2010",6832.11,3765.17
"19.11.2010",6843.55,3741.76
"22.11.2010",6822.05,3707.82
"23.11.2010",6705,3642.84
"24.11.2010",6823.8,3692.76
"25.11.2010",6879.66,3720.07
"26.11.2010",6848.98,3700.34
"29.11.2010",6697.97,3623.48
"30.11.2010",6688.49,3608.67
"1.12.2010",6866.63,3685.12
"2.12.2010",6957.61,3766.79
"3.12.2010",6947.72,3752.27
"6.12.2010",6954.38,3768.57
"7.12.2010",7001.91,3793.5
"8.12.2010",6975.87,3784.75
"9.12.2010",6964.16,3793.52
"10.12.2010",7006.17,3796.78
"13.12.2010",7029.39,3828
"14.12.2010",7027.4,3847.9
"15.12.2010",7016.37,3842.17
"16.12.2010",7024.4,3841.47
"17.12.2010",6982.45,3835.36
"20.12.2010",7018.6,3848.33
"21.12.2010",7077.99,3887.64
"22.12.2010",7067.92,3908.35
"23.12.2010",7057.69,3916.56
"24.12.2010",7057.69,3924.96
"27.12.2010",6970.73,3924.96
"28.12.2010",6972.1,3924.96
"29.12.2010",6995.47,3917.46
"30.12.2010",6914.19,3900.89
"31.12.2010",6914.19,3854.46
"3.1.2011",6989.74,3854.46
"4.1.2011",6975.35,3928.89
"5.1.2011",6939.82,3948.57
"6.1.2011",6981.39,3932.66
"7.1.2011",6947.84,3909.68
"10.1.2011",6857.06,3891.37
"11.1.2011",6941.57,3929.09
"12.1.2011",7068.78,3953.25
"13.1.2011",7075.11,3935.71
"14.1.2011",7075.7,3921.46
"17.1.2011",7078.06,3910.77
"18.1.2011",7143.45,3956.98
"19.1.2011",7082.76,3906.4
"20.1.2011",7024.27,3835.3
"21.1.2011",7062.42,3853.82
"24.1.2011",7067.77,3884.93
"25.1.2011",7059.01,3867.85
"26.1.2011",7127.35,3902.64
"27.1.2011",7155.58,3899.94
"28.1.2011",7102.8,3845.2
"31.1.2011",7077.48,3833.15
"1.2.2011",7184.27,3895.19
"2.2.2011",7183.67,3927.11
"3.2.2011",7193.68,3916.16
"4.2.2011",7216.21,3925.35
"7.2.2011",7283.62,3960.46
"8.2.2011",7323.24,3986.84
"9.2.2011",7320.9,3970.34
"10.2.2011",7340.28,3949.17
"11.2.2011",7371.2,3977.31
"14.2.2011",7396.63,3975.46
"15.2.2011",7400.04,3960.37
"16.2.2011",7414.3,3992.06
"17.2.2011",7405.51,3993.45
"18.2.2011",7426.81,3990.57
"21.2.2011",7321.81,3945.84
"22.2.2011",7318.35,3934
"23.2.2011",7194.6,3887.9
"24.2.2011",7130.5,3885.57
"25.2.2011",7185.17,3938.88
"28.2.2011",7272.32,3934.16
"1.3.2011",7223.3,3895.92
"2.3.2011",7181.12,3885.22
"3.3.2011",7225.96,3944.47
"4.3.2011",7178.9,3934.81
"7.3.2011",7161.93,3923.9
"8.3.2011",7164.75,3924.54
"9.3.2011",7131.8,3907.61
"10.3.2011",7063.09,3847.06
"11.3.2011",6981.49,3836.11
"14.3.2011",6866.63,3800.95
"15.3.2011",6647.66,3748.32
"16.3.2011",6513.84,3688.36
"17.3.2011",6656.88,3752.85
"18.3.2011",6664.4,3767.36
"21.3.2011",6816.12,3812.13
"22.3.2011",6780.97,3796.73
"23.3.2011",6804.45,3820.04
"24.3.2011",6933.58,3876.06
"25.3.2011",6946.36,3889.17
"28.3.2011",6938.63,3891.63
"29.3.2011",6934.44,3909.87
"30.3.2011",7057.15,3923.11
"31.3.2011",7041.31,3897.04
"1.4.2011",7179.81,3963.76
"4.4.2011",7175.33,3968.41
"5.4.2011",7175.31,3961.87
"6.4.2011",7215.11,3984.98
"7.4.2011",7178.78,3962.71
"8.4.2011",7217.02,3994.62
"11.4.2011",7204.86,3993.1
"12.4.2011",7102.91,3934.41
"13.4.2011",7177.97,3966.35
"14.4.2011",7146.56,3935.56
"15.4.2011",7178.29,3956.82
"18.4.2011",7026.85,3873.72
"19.4.2011",7039.31,3891.4
"20.4.2011",7249.19,3977.58
"21.4.2011",7295.49,3974.97
"22.4.2011",7295.49,3974.97
"25.4.2011",7295.49,3974.97
"26.4.2011",7356.51,4008.69
"27.4.2011",7404.95,4011.62
"28.4.2011",7475.22,4012.77
"29.4.2011",7514.46,4012.77
"2.5.2011",7527.64,4012.77
"3.5.2011",7500.7,4021.35
"4.5.2011",7373.93,3959.07
"5.5.2011",7376.96,3916.66
"6.5.2011",7492.25,3954.24
"9.5.2011",7410.52,3931.69
"10.5.2011",7501.52,3982.1
"11.5.2011",7495.05,3961.33
"12.5.2011",7443.95,3940.76
"13.5.2011",7403.31,3928.11
"16.5.2011",7387.54,3926.66
"17.5.2011",7256.65,3885.11
"18.5.2011",7303.53,3929.77
"19.5.2011",7358.23,3951.33
"20.5.2011",7266.82,3946.36
"23.5.2011",7121.52,3871.65
"24.5.2011",7150.66,3886.59
"25.5.2011",7170.94,3895.04
"26.5.2011",7114.09,3902.24
"27.5.2011",7163.47,3940.64
"30.5.2011",7160.3,3940.64
"31.5.2011",7293.69,3974.56
"1.6.2011",7217.43,3944.91
"2.6.2011",7074.12,3891.22
"3.6.2011",7109.03,3895.94
"6.6.2011",7084.57,3901.36
"7.6.2011",7103.25,3902.35
"8.6.2011",7060.23,3865.51
"9.6.2011",7159.66,3897.09
"10.6.2011",7069.9,3836.84
"13.6.2011",7085.14,3841.94
"14.6.2011",7204.79,3861.68
"15.6.2011",7115.08,3821.42
"16.6.2011",7110.2,3792.32
"17.6.2011",7164.05,3803.05
"20.6.2011",7150.21,3788.71
"21.6.2011",7285.51,3843.22
"22.6.2011",7278.19,3842.7
"23.6.2011",7149.44,3777.07
"24.6.2011",7121.38,3792.6
"27.6.2011",7107.9,3808.99
"28.6.2011",7170.43,3838.64
"29.6.2011",7294.14,3898.82
"30.6.2011",7376.24,3958.58
"1.7.2011",7419.44,3987.91
"4.7.2011",7442.96,4006.4
"5.7.2011",7439.44,4010.72
"6.7.2011",7431.19,3997.05
"7.7.2011",7471.44,4031.43
"8.7.2011",7402.73,3988.83
"11.7.2011",7230.25,3947.93
"12.7.2011",7174.14,3907.85
"13.7.2011",7267.87,3932.8
"14.7.2011",7214.74,3893.2
"15.7.2011",7220.12,3891
"18.7.2011",7107.92,3830.51
"19.7.2011",7192.67,3855.27
"20.7.2011",7221.36,3898.76
"21.7.2011",7290.14,3929.44
"22.7.2011",7326.39,3952.84
"25.7.2011",7344.54,3946.34
"26.7.2011",7349.45,3949.32
"27.7.2011",7252.68,3901.96
"28.7.2011",7190.06,3913.04
"29.7.2011",7158.77,3874.38
"1.8.2011",6953.98,3847.23
"2.8.2011",6796.75,3809.89
"3.8.2011",6640.59,3733.22
"4.8.2011",6414.76,3605.29
"5.8.2011",6236.16,3507.58
"8.8.2011",5923.27,3388.57
"9.8.2011",5917.08,3452.72
"10.8.2011",5613.42,3351.76
"11.8.2011",5797.66,3455.96
"12.8.2011",5997.74,3561.19
"15.8.2011",6022.24,3581.64
"16.8.2011",5994.9,3586.36
"17.8.2011",5948.94,3575.25
"18.8.2011",5602.8,3414.73
"19.8.2011",5480,3380.22
"22.8.2011",5473.78,3416.79
"23.8.2011",5532.38,3439.67
"24.8.2011",5681.08,3491.18
"25.8.2011",5584.14,3441.05
"26.8.2011",5537.48,3440.26
"29.8.2011",5670.07,3440.26
"30.8.2011",5643.92,3533.31
"31.8.2011",5784.85,3617.89
"1.9.2011",5730.63,3634.07
"2.9.2011",5538.33,3549.15
"5.9.2011",5246.18,3422.09
"6.9.2011",5193.97,3458.48
"7.9.2011",5405.53,3571.65
"8.9.2011",5408.46,3586.28
"9.9.2011",5189.93,3501.85
"12.9.2011",5072.33,3444.75
"13.9.2011",5166.36,3474.72
"14.9.2011",5340.19,3510.83
"15.9.2011",5508.24,3585.07
"16.9.2011",5573.51,3605.8
"19.9.2011",5415.91,3532.69
"20.9.2011",5571.68,3602.65
"21.9.2011",5433.8,3553.07
"22.9.2011",5164.21,3387.25
"23.9.2011",5196.56,3404.18
"26.9.2011",5345.56,3419.34
"27.9.2011",5628.44,3556.86
"28.9.2011",5578.42,3506.48
"29.9.2011",5639.58,3492.51
"30.9.2011",5502.02,3446.56
"3.10.2011",5376.7,3410.96
"4.10.2011",5216.71,3322.88
"5.10.2011",5473.03,3429.35
"6.10.2011",5645.25,3556.45
"7.10.2011",5675.7,3564.6
"10.10.2011",5847.29,3628.86
"11.10.2011",5865.01,3626.65
"12.10.2011",5994.47,3659.46
"13.10.2011",5914.84,3633.63
"14.10.2011",5967.2,3675.98
"17.10.2011",5859.43,3656.03
"18.10.2011",5877.41,3638.31
"19.10.2011",5913.53,3665.96
"20.10.2011",5766.48,3621.71
"21.10.2011",5970.96,3691.63
"24.10.2011",6055.27,3731.59
"25.10.2011",6046.75,3716.45
"26.10.2011",6016.07,3735.41
"27.10.2011",6337.84,3843.43
"28.10.2011",6346.19,3835.64
"31.10.2011",6141.34,3729.34
"1.11.2011",5834.51,3646.84
"2.11.2011",5965.63,3697.53
"3.11.2011",6133.18,3739.02
"4.11.2011",5966.16,3726.56
"7.11.2011",5928.68,3715.54
"8.11.2011",5961.44,3753.65
"9.11.2011",5829.54,3682.56
"10.11.2011",5867.81,3672.07
"11.11.2011",6057.03,3739.89
"14.11.2011",5985.02,3722.13
"15.11.2011",5933.14,3721.05
"16.11.2011",5913.36,3720.41
"17.11.2011",5850.17,3662.41
"18.11.2011",5800.24,3621.76
"21.11.2011",5606,3526.98
"22.11.2011",5537.39,3516.33
"23.11.2011",5457.77,3474.2
"24.11.2011",5428.11,3465.95
"25.11.2011",5492.87,3491.01
"28.11.2011",5745.33,3591.13
"29.11.2011",5799.91,3607.51
"30.11.2011",6088.84,3723.73
"1.12.2011",6035.88,3712.85
"2.12.2011",6080.68,3755.43
"5.12.2011",6106.09,3766.03
"6.12.2011",6028.82,3766.54
"7.12.2011",5994.73,3752.08
"8.12.2011",5874.44,3709.37
"9.12.2011",5986.71,3740.11
