"date","dax","ftse"
"11.10.2007",8033.69,3885.2
"12.10.2007",8041.26,3888.76
"15.10.2007",7969.47,3838.94
"16.10.2007",7962.64,3821.5
"17.10.2007",7985.41,3858.71
"18.10.2007",7921.4,3819.27
"19.10.2007",7884.12,3772.18
"22.10.2007",7794.94,3732.53
"23.10.2007",7842.79,3764.13
"24.10.2007",7828.96,3746.13
"25.10.2007",7932.44,3800.64
"26.10.2007",7949.17,3849.79
"29.10.2007",8009.67,3875.62
"30.10.2007",7977.94,3848.43
"31.10.2007",8019.22,3889.16
"1.11.2007",7880.85,3810.76
"2.11.2007",7849.49,3778.66
"5.11.2007",7807.55,3738.64
"6.11.2007",7827.19,3746.45
"7.11.2007",7799.62,3697.86
"8.11.2007",7819.47,3695.99
"9.11.2007",7812.4,3651.4
"12.11.2007",7806.84,3670.52
"13.11.2007",7777.56,3684.69
"14.11.2007",7783.11,3725.67
"15.11.2007",7667.03,3683.65
"16.11.2007",7612.26,3644.03
"19.11.2007",7511.97,3545.35
"20.11.2007",7630.31,3606.57
"21.11.2007",7518.42,3522.22
"22.11.2007",7562.1,3571.21
"23.11.2007",7608.96,3633.18
"26.11.2007",7567.36,3585.81
"27.11.2007",7531.35,3562.71
"28.11.2007",7723.66,3660.38
"29.11.2007",7765.19,3685.27
"30.11.2007",7870.52,3733.64
"3.12.2007",7837.26,3707.01
"4.12.2007",7808.94,3665.59
"5.12.2007",7944.77,3770.02
"6.12.2007",7940.58,3765.27
"7.12.2007",7994.07,3805.51
"10.12.2007",8033.36,3811.57
"11.12.2007",8009.42,3795.02
"12.12.2007",8076.12,3808.42
"13.12.2007",7928.31,3694.86
"14.12.2007",7948.36,3713.89
"17.12.2007",7825.44,3644.86
"18.12.2007",7850.74,3645.71
"19.12.2007",7837.32,3649.09
"20.12.2007",7869.19,3684.52
"21.12.2007",8002.67,3735.92
"24.12.2007",8002.67,3763.39
"25.12.2007",8002.67,3763.39
"26.12.2007",8002.67,3763.39
"27.12.2007",8038.6,3774.15
"28.12.2007",8067.32,3761.98
"31.12.2007",8067.32,3750.38
"1.1.2008",8067.32,3750.38
"2.1.2008",7949.11,3727.1
"3.1.2008",7908.41,3763.54
"4.1.2008",7808.69,3687.5
"7.1.2008",7817.17,3680.04
"8.1.2008",7849.99,3692.13
"9.1.2008",7782.71,3643.63
"10.1.2008",7713.09,3614.58
"11.1.2008",7717.95,3602.59
"14.1.2008",7732.02,3610.52
"15.1.2008",7566.38,3500.09
"16.1.2008",7471.57,3452.96
"17.1.2008",7413.53,3429.44
"18.1.2008",7314.17,3429.03
"21.1.2008",6790.19,3241.08
"22.1.2008",6769.47,3335.14
"23.1.2008",6439.21,3259.21
"24.1.2008",6821.07,3414.03
"25.1.2008",6816.74,3410.05
"28.1.2008",6818.85,3363.51
"29.1.2008",6892.96,3419.51
"30.1.2008",6875.35,3391.99
"31.1.2008",6851.75,3416.67
"1.2.2008",6968.67,3503.48
"4.2.2008",7000.49,3501.76
"5.2.2008",6765.25,3409.85
"6.2.2008",6847.51,3419.31
"7.2.2008",6733.72,3331.29
"8.2.2008",6767.28,3366.15
"11.2.2008",6743.54,3321.73
"12.2.2008",6967.84,3439.45
"13.2.2008",6973.67,3424.2
"14.2.2008",6962.28,3423.76
"15.2.2008",6832.43,3370.36
"18.2.2008",6967.55,3462.96
"19.2.2008",7002.29,3474.79
"20.2.2008",6899.68,3436.76
"21.2.2008",6904.85,3459.29
"22.2.2008",6806.29,3433.79
"25.2.2008",6882.56,3498.53
"26.2.2008",6985.97,3549.77
"27.2.2008",6997.85,3544.79
"28.2.2008",6862.52,3480.11
"29.2.2008",6748.13,3432.64
"3.3.2008",6689.95,3394.34
"4.3.2008",6545.04,3364.65
"5.3.2008",6683.71,3432.51
"6.3.2008",6591.31,3381.44
"7.3.2008",6513.99,3342.46
"10.3.2008",6448.08,3300.93
"11.3.2008",6524.57,3336.88
"12.3.2008",6599.37,3392.16
"13.3.2008",6500.56,3342.84
"14.3.2008",6451.9,3307.18
"17.3.2008",6182.3,3179.58
"18.3.2008",6393.39,3291.95
"19.3.2008",6361.22,3262.87
"20.3.2008",6319.99,3233.23
"21.3.2008",6319.99,3233.23
"24.3.2008",6319.99,3233.23
"25.3.2008",6524.71,3347.27
"26.3.2008",6489.26,3332.54
"27.3.2008",6578.06,3366.14
"28.3.2008",6559.9,3351.67
"31.3.2008",6534.97,3357.1
"1.4.2008",6720.33,3445.69
"2.4.2008",6777.44,3483.06
"3.4.2008",6741.72,3468.56
"4.4.2008",6763.39,3501.41
"7.4.2008",6821.03,3541.24
"8.4.2008",6771.98,3526.79
"9.4.2008",6721.36,3524.86
"10.4.2008",6704.32,3513.8
"11.4.2008",6603.57,3472.78
"14.4.2008",6554.49,3435.17
"15.4.2008",6585.05,3479.5
"16.4.2008",6702.84,3563.9
"17.4.2008",6681.81,3525.17
"18.4.2008",6843.08,3570.08
"21.4.2008",6786.55,3567.98
"22.4.2008",6728.3,3557.22
"23.4.2008",6795.03,3589.15
"24.4.2008",6821.32,3569.73
"25.4.2008",6896.58,3593.73
"28.4.2008",6925.33,3593.14
"29.4.2008",6885.34,3592.55
"30.4.2008",6948.82,3593.84
"1.5.2008",6948.82,3593.82
"2.5.2008",7043.23,3670.12
"5.5.2008",7052.08,3670.12
"6.5.2008",7017.1,3669.95
"7.5.2008",7076.25,3698.16
"8.5.2008",7071.9,3703.98
"9.5.2008",7003.17,3664.93
"12.5.2008",7035.95,3674.35
"13.5.2008",7060.19,3669.16
"14.5.2008",7083.24,3677.91
"15.5.2008",7081.05,3699.11
"16.5.2008",7156.55,3730.14
"19.5.2008",7225.94,3772.87
"20.5.2008",7118.5,3663.49
"21.5.2008",7040.83,3672.25
"22.5.2008",7070.33,3662.46
"23.5.2008",6944.05,3606.6
"26.5.2008",6953.84,3606.6
"27.5.2008",6958.66,3589.56
"28.5.2008",7033.84,3597.11
"29.5.2008",7055.03,3596.25
"30.5.2008",7096.79,3587.58
"2.6.2008",7008.77,3560.37
"3.6.2008",7019.13,3590.06
"4.6.2008",6965.43,3546.83
"5.6.2008",6941.83,3561.79
"6.6.2008",6803.81,3509.22
"9.6.2008",6815.63,3491.83
"10.6.2008",6771.1,3461.98
"11.6.2008",6650.26,3400.64
"12.6.2008",6714.52,3440.56
"13.6.2008",6765.32,3447.85
"16.6.2008",6729.88,3442.97
"17.6.2008",6796.16,3482.99
"18.6.2008",6728.91,3421.08
"19.6.2008",6721.17,3392.27
"20.6.2008",6578.44,3340.21
"23.6.2008",6589.46,3367.82
"24.6.2008",6536.06,3348.52
"25.6.2008",6617.84,3368.55
"26.6.2008",6459.6,3280.63
"27.6.2008",6421.91,3287.6
"30.6.2008",6418.32,3344.64
"1.7.2008",6315.94,3257.86
"2.7.2008",6305.42,3226.02
"3.7.2008",6353.74,3255.9
"4.7.2008",6272.21,3217.96
"7.7.2008",6395.75,3277.38
"8.7.2008",6304.41,3234.46
"9.7.2008",6386.46,3288.23
"10.7.2008",6305,3215.17
"11.7.2008",6153.3,3128.86
"14.7.2008",6200.25,3151.91
"15.7.2008",6081.7,3075.52
"16.7.2008",6155.37,3063.73
"17.7.2008",6271.27,3144.42
"18.7.2008",6382.65,3198.01
"21.7.2008",6424.84,3214.65
"22.7.2008",6442.79,3190.74
"23.7.2008",6536.09,3241.89
"24.7.2008",6440.7,3189.76
"25.7.2008",6436.71,3183.99
"28.7.2008",6351.15,3160.22
"29.7.2008",6398.8,3164.17
"30.7.2008",6460.12,3226.33
"31.7.2008",6479.56,3221.09
"1.8.2008",6396.46,3187.02
"4.8.2008",6349.81,3166.52
"5.8.2008",6518.7,3246.42
"6.8.2008",6561.39,3272.8
"7.8.2008",6543.49,3267.65
"8.8.2008",6561.65,3274.62
"11.8.2008",6609.63,3306.01
"12.8.2008",6585.87,3301.64
"13.8.2008",6422.19,3255.07
"14.8.2008",6442.21,3284.24
"15.8.2008",6446.02,3258.74
"18.8.2008",6432.88,3256.01
"19.8.2008",6282.43,3178.44
"20.8.2008",6317.8,3218.72
"21.8.2008",6236.96,3217.77
"22.8.2008",6342.42,3298.89
"25.8.2008",6296.95,3298.89
"26.8.2008",6340.52,3277.97
"27.8.2008",6321.03,3312.76
"28.8.2008",6420.54,3356.5
"29.8.2008",6422.3,3377.75
"1.9.2008",6421.8,3357.5
"2.9.2008",6518.47,3368.22
"3.9.2008",6467.49,3298.2
"4.9.2008",6279.57,3215.67
"5.9.2008",6127.44,3142.87
"8.9.2008",6263.74,3266.18
"9.9.2008",6233.41,3247.78
"10.9.2008",6210.32,3219.53
"11.9.2008",6178.9,3190.82
"12.9.2008",6234.89,3249.83
"15.9.2008",6064.16,3122.32
"16.9.2008",5965.17,3015.17
"17.9.2008",5860.98,2947.84
"18.9.2008",5863.42,2928.42
"19.9.2008",6189.53,3187.26
"22.9.2008",6107.75,3142.21
"23.9.2008",6068.53,3082.12
"24.9.2008",6052.87,3059.2
"25.9.2008",6173.03,3120.11
"26.9.2008",6063.5,3054.95
"29.9.2008",5807.08,2893.03
"30.9.2008",5831.02,2943.26
"1.10.2008",5806.33,2977.78
"2.10.2008",5660.63,2924.2
"3.10.2008",5797.03,2990.19
"6.10.2008",5387.01,2755.39
"7.10.2008",5326.63,2765.01
"8.10.2008",5013.62,2622.94
"9.10.2008",4887,2591.17
"10.10.2008",4544.31,2361.87
"13.10.2008",5062.45,2556.99
"14.10.2008",5199.19,2639.47
"15.10.2008",4861.63,2451.21
"16.10.2008",4622.81,2320.11
"17.10.2008",4781.33,2441.25
"20.10.2008",4835.01,2573.23
"21.10.2008",4784.41,2541.42
"22.10.2008",4571.07,2428.52
"23.10.2008",4519.7,2456.74
"24.10.2008",4295.67,2333.85
"27.10.2008",4334.64,2315.36
"28.10.2008",4823.45,2359.71
"29.10.2008",4808.69,2551.69
"30.10.2008",4869.3,2581.22
"31.10.2008",4987.97,2632.77
"3.11.2008",5026.84,2672.42
"4.11.2008",5278.04,2790.44
"5.11.2008",5166.87,2729.41
"6.11.2008",4813.57,2573.79
"7.11.2008",4938.46,2629.55
"10.11.2008",5025.53,2653.02
"11.11.2008",4761.58,2558.3
"12.11.2008",4620.8,2523.79
"13.11.2008",4649.52,2516.06
"14.11.2008",4710.24,2554.54
"17.11.2008",4557.27,2493.7
"18.11.2008",4579.47,2539.8
"19.11.2008",4354.09,2424.57
"20.11.2008",4220.2,2345.47
"21.11.2008",4127.41,2288.55
"24.11.2008",4554.33,2513.72
"25.11.2008",4560.42,2524.79
"26.11.2008",4560.5,2514.49
"27.11.2008",4665.27,2558.94
"28.11.2008",4669.44,2596.43
"1.12.2008",4394.79,2461.69
"2.12.2008",4531.79,2496.43
"3.12.2008",4567.24,2526.42
"4.12.2008",4564.23,2522.56
"5.12.2008",4381.47,2453.36
"8.12.2008",4715.88,2605.24
"9.12.2008",4779.11,2654.43
"10.12.2008",4804.88,2645.96
"11.12.2008",4767.2,2658.93
"12.12.2008",4663.37,2593.29
"15.12.2008",4654.82,2591.6
"16.12.2008",4729.91,2610.7
"17.12.2008",4708.38,2620.03
"18.12.2008",4756.4,2623.95
"19.12.2008",4696.7,2597.46
"22.12.2008",4639.02,2574.57
"23.12.2008",4629.38,2578.71
"24.12.2008",4629.38,2555.87
"25.12.2008",4629.38,2555.87
"26.12.2008",4629.38,2555.87
"29.12.2008",4704.86,2618.15
"30.12.2008",4810.2,2662.6
"31.12.2008",4810.2,2687.91
"1.1.2009",4810.2,2687.91
"2.1.2009",4973.07,2765.27
"5.1.2009",4983.99,2776.09
"6.1.2009",5026.31,2812.02
"7.1.2009",4937.47,2732.43
"8.1.2009",4879.91,2731.13
"9.1.2009",4783.89,2696.68
"12.1.2009",4719.62,2683.14
"13.1.2009",4636.94,2666.74
"14.1.2009",4422.35,2534.4
"15.1.2009",4336.73,2498.31
"16.1.2009",4366.28,2514.04
"19.1.2009",4316.14,2490.65
"20.1.2009",4239.85,2480.3
"21.1.2009",4261.15,2462.37
"22.1.2009",4219.42,2457.73
"23.1.2009",4178.94,2457.87
"26.1.2009",4326.87,2552.82
"27.1.2009",4323.42,2543.97
"28.1.2009",4518.72,2605.47
"29.1.2009",4428.11,2541.73
"30.1.2009",4338.35,2517.18
"2.2.2009",4271.04,2473.59
"3.2.2009",4374.96,2526.17
"4.2.2009",4492.79,2573.19
"5.2.2009",4510.49,2573.39
"6.2.2009",4644.63,2611.69
"9.2.2009",4666.82,2621.27
"10.2.2009",4505.54,2563.74
"11.2.2009",4530.09,2578.88
"12.2.2009",4407.56,2559.37
"13.2.2009",4413.39,2551.66
"16.2.2009",4366.64,2518.27
"17.2.2009",4216.6,2456.99
"18.2.2009",4204.96,2446.79
"19.2.2009",4215.21,2453.83
"20.2.2009",4014.66,2374.87
"23.2.2009",3936.45,2351.46
"24.2.2009",3895.75,2330.52
"25.2.2009",3846.21,2353
"26.2.2009",3942.62,2393.75
"27.2.2009",3843.74,2341.46
"2.3.2009",3710.07,2216.59
"3.3.2009",3690.72,2147.05
"4.3.2009",3890.94,2230.39
"5.3.2009",3695.49,2159.41
"6.3.2009",3666.41,2159.95
"9.3.2009",3692.03,2167.09
"10.3.2009",3886.98,2272.82
"11.3.2009",3914.1,2264.38
"12.3.2009",3956.22,2275.57
"13.3.2009",3953.6,2301.09
"16.3.2009",4044.54,2368.71
"17.3.2009",3987.77,2364.49
"18.3.2009",3996.32,2335.26
"19.3.2009",4043.46,2342.59
"20.3.2009",4068.74,2358.5
"23.3.2009",4176.37,2425.98
"24.3.2009",4187.36,2400.61
"25.3.2009",4223.29,2395.54
"26.3.2009",4259.37,2410.86
"27.3.2009",4203.55,2394.68
"30.3.2009",3989.23,2311.18
"31.3.2009",4084.76,2411.45
"1.4.2009",4131.07,2429.94
"2.4.2009",4381.92,2533.98
"3.4.2009",4384.99,2475.3
"6.4.2009",4349.81,2453.11
"7.4.2009",4322.5,2414.4
"8.4.2009",4357.92,2413.24
"9.4.2009",4491.12,2449.02
"10.4.2009",4491.12,2449.02
"13.4.2009",4491.12,2449.02
"14.4.2009",4557.01,2452.26
"15.4.2009",4549.79,2440.1
"16.4.2009",4609.46,2492.11
"17.4.2009",4676.84,2516.59
"20.4.2009",4486.3,2453.91
"21.4.2009",4501.63,2451.82
"22.4.2009",4594.42,2481.23
"23.4.2009",4538.21,2473.58
"24.4.2009",4674.32,2558.38
"27.4.2009",4694.07,2565.16
"28.4.2009",4607.42,2521.69
"29.4.2009",4704.56,2582.72
"30.4.2009",4769.45,2616.09
"1.5.2009",4769.45,2615.79
"4.5.2009",4902.45,2615.79
"5.5.2009",4853.03,2673.56
"6.5.2009",4880.71,2715.63
"7.5.2009",4804.1,2716.98
"8.5.2009",4913.9,2756.15
"11.5.2009",4866.91,2739.72
"12.5.2009",4854.11,2733.57
"13.5.2009",4727.61,2680.02
"14.5.2009",4738.47,2699.33
"15.5.2009",4737.5,2690.37
"18.5.2009",4851.96,2751.22
"19.5.2009",4959.62,2773.37
"20.5.2009",5038.94,2769.09
"21.5.2009",4900.67,2692.9
"22.5.2009",4918.75,2705.18
"25.5.2009",4918.45,2705.18
"26.5.2009",4985.6,2733.96
"27.5.2009",5000.77,2737.42
"28.5.2009",4932.88,2719.63
"29.5.2009",4940.82,2738.47
"1.6.2009",5142.56,2793.18
"2.6.2009",5144.06,2775.1
"3.6.2009",5054.53,2726.45
"4.6.2009",5064.8,2728.65
"5.6.2009",5077.03,2760.75
"8.6.2009",5004.72,2740.01
"9.6.2009",4997.86,2739.75
"10.6.2009",5051.18,2759.77
"11.6.2009",5107.26,2775.39
"12.6.2009",5069.24,2763
"15.6.2009",4889.94,2690.88
"16.6.2009",4890.72,2692.48
"17.6.2009",4799.98,2662.56
"18.6.2009",4837.48,2664.05
"19.6.2009",4839.46,2704.54
"22.6.2009",4693.4,2634.92
"23.6.2009",4707.15,2632.41
"24.6.2009",4836.01,2663.89
"25.6.2009",4800.56,2646.83
"26.6.2009",4776.47,2639.63
"29.6.2009",4885.09,2672.63
"30.6.2009",4808.64,2644.74
"1.7.2009",4905.44,2702.59
"2.7.2009",4718.49,2636.31
"3.7.2009",4708.21,2637.57
"6.7.2009",4651.82,2611.81
"7.7.2009",4598.19,2606.88
"8.7.2009",4572.65,2577.95
"9.7.2009",4630.07,2589.43
"10.7.2009",4576.31,2569.82
"13.7.2009",4722.34,2616.49
"14.7.2009",4781.69,2638.63
"15.7.2009",4928.44,2706.51
"16.7.2009",4957.19,2716.09
"17.7.2009",4978.4,2732.85
"20.7.2009",5030.15,2767.01
"21.7.2009",5093.97,2790.39
"22.7.2009",5121.56,2798.3
"23.7.2009",5247.28,2839.44
"24.7.2009",5229.36,2849.91
"27.7.2009",5251.55,2855.83
"28.7.2009",5174.74,2820.16
"29.7.2009",5270.32,2833.61
"30.7.2009",5360.66,2885.99
"31.7.2009",5332.14,2871.51
"3.8.2009",5426.85,2917.68
"4.8.2009",5417.02,2910.77
"5.8.2009",5353.01,2901.97
"6.8.2009",5369.98,2929.07
"7.8.2009",5458.96,2954.69
"10.8.2009",5418.12,2948.84
"11.8.2009",5285.81,2917.08
"12.8.2009",5350.09,2950.9
"13.8.2009",5401.11,2975.11
"14.8.2009",5309.11,2949.16
"17.8.2009",5201.61,2906.02
"18.8.2009",5250.74,2931.52
"19.8.2009",5231.98,2940
"20.8.2009",5311.06,2981.95
"21.8.2009",5462.74,3041.07
"24.8.2009",5519.75,3069.49
"25.8.2009",5557.09,3082.39
"26.8.2009",5521.97,3066.05
"27.8.2009",5470.33,3052.74
"28.8.2009",5517.35,3077.54
"31.8.2009",5464.61,3077.54
"1.9.2009",5327.29,3021.62
"2.9.2009",5319.84,3022.03
"3.9.2009",5301.42,3008.98
"4.9.2009",5384.43,3043.45
"7.9.2009",5463.51,3094.56
"8.9.2009",5481.73,3103.44
"9.9.2009",5574.26,3140.59
"10.9.2009",5594.77,3130.15
"11.9.2009",5624.02,3145.08
"14.9.2009",5620.24,3149.72
"15.9.2009",5628.98,3164.33
"16.9.2009",5700.26,3216.14
"17.9.2009",5731.14,3241.13
"18.9.2009",5703.83,3246.74
"21.9.2009",5668.65,3222.55
"22.9.2009",5709.38,3227.73
"23.9.2009",5702.05,3226.91
"24.9.2009",5605.21,3189.17
"25.9.2009",5581.41,3191.02
"28.9.2009",5736.31,3243.44
"29.9.2009",5713.52,3239.68
"30.9.2009",5675.16,3223.93
"1.10.2009",5554.55,3169.87
"2.10.2009",5467.9,3132.75
"5.10.2009",5508.85,3155.13
"6.10.2009",5657.64,3226.5
"7.10.2009",5640.75,3208.57
"8.10.2009",5716.54,3237.3
"9.10.2009",5711.88,3241.83
"12.10.2009",5783.23,3272.17
"13.10.2009",5714.31,3236.99
"14.10.2009",5854.14,3302
"15.10.2009",5830.77,3281.17
"16.10.2009",5743.39,3260.62
"19.10.2009",5852.56,3317.98
"20.10.2009",5811.77,3294.02
"21.10.2009",5833.49,3304.25
"22.10.2009",5762.93,3272.52
"23.10.2009",5740.25,3294.65
"26.10.2009",5642.16,3262.7
"27.10.2009",5635.02,3268.5
"28.10.2009",5496.27,3192.74
"29.10.2009",5587.45,3228.75
"30.10.2009",5414.96,3170.2
"2.11.2009",5430.82,3207.88
"3.11.2009",5353.35,3165.59
"4.11.2009",5444.23,3215.66
"5.11.2009",5480.92,3226.84
"6.11.2009",5488.25,3237.6
"9.11.2009",5619.72,3295.8
"10.11.2009",5613.2,3292.89
"11.11.2009",5668.35,3320.09
"12.11.2009",5663.96,3326.24
"13.11.2009",5686.83,3338.77
"16.11.2009",5804.82,3393.17
"17.11.2009",5778.43,3370
"18.11.2009",5787.61,3374.54
"19.11.2009",5702.18,3327.52
"20.11.2009",5663.15,3317.23
"23.11.2009",5801.48,3382.98
"24.11.2009",5769.31,3363.06
"25.11.2009",5803.02,3389.51
"26.11.2009",5614.17,3281.68
"27.11.2009",5685.61,3314.28
"30.11.2009",5625.95,3279.49
"1.12.2009",5776.61,3356.25
"2.12.2009",5781.68,3367.38
"3.12.2009",5770.35,3358.29
"4.12.2009",5817.65,3364.2
"7.12.2009",5784.75,3356.81
"8.12.2009",5688.58,3301.48
"9.12.2009",5647.84,3289.51
"10.12.2009",5709.02,3315.09
"11.12.2009",5756.29,3325.97
"14.12.2009",5802.26,3359.96
"15.12.2009",5811.34,3341.26
"16.12.2009",5903.43,3363.25
"17.12.2009",5844.44,3298.36
"18.12.2009",5831.21,3285.21
"21.12.2009",5930.53,3346.65
"22.12.2009",5945.69,3368.57
"23.12.2009",5957.44,3396.64
"24.12.2009",5957.44,3415.63
"25.12.2009",5957.44,3415.63
"28.12.2009",6002.92,3415.63
"29.12.2009",6011.55,3437.88
"30.12.2009",5957.43,3412.89
"31.12.2009",5957.43,3422.39
"1.1.2010",5957.43,3422.39
"4.1.2010",6048.3,3477.69
"5.1.2010",6031.86,3491.7
"6.1.2010",6034.33,3496.56
"7.1.2010",6019.36,3494.47
"8.1.2010",6037.61,3499.22
"11.1.2010",6040.5,3501.64
"12.1.2010",5943,3476.75
"13.1.2010",5963.14,3460.94
"14.1.2010",5988.88,3476.57
"15.1.2010",5875.97,3449.49
"18.1.2010",5918.55,3474.16
"19.1.2010",5976.48,3486.02
"20.1.2010",5851.53,3428.91
"21.1.2010",5746.97,3374.69
"22.1.2010",5695.32,3354.38
"25.1.2010",5631.37,3327.39
"26.1.2010",5668.93,3337.85
"27.1.2010",5643.2,3300.69
"28.1.2010",5540.33,3255.31
"29.1.2010",5608.79,3282.37
"1.2.2010",5654.48,3319.63
"2.2.2010",5709.66,3342.34
"3.2.2010",5672.09,3327.18
"4.2.2010",5533.24,3255.07
"5.2.2010",5434.34,3205.75
"8.2.2010",5484.85,3225.65
"9.2.2010",5498.26,3238.01
"10.2.2010",5536.37,3257.42
"11.2.2010",5503.93,3276.13
"12.2.2010",5500.39,3264.06
"15.2.2010",5511.1,3279.94
"16.2.2010",5592.12,3328.55
"17.2.2010",5648.34,3353.83
"18.2.2010",5680.41,3384.62
"19.2.2010",5722.05,3405.65
"22.2.2010",5688.44,3401.77
"23.2.2010",5604.07,3378.27
"24.2.2010",5615.51,3398.66
"25.2.2010",5532.33,3357.5
"26.2.2010",5598.46,3406.04
"1.3.2010",5713.51,3438.75
"2.3.2010",5776.56,3488.44
"3.3.2010",5817.88,3522.82
"4.3.2010",5795.32,3518.97
"5.3.2010",5877.36,3565.19
"8.3.2010",5875.91,3569.62
"9.3.2010",5885.89,3566.81
"10.3.2010",5936.72,3596.68
"11.3.2010",5928.63,3581.81
"12.3.2010",5945.11,3587.16
"15.3.2010",5903.56,3566.88
"16.3.2010",5970.99,3583.83
"17.3.2010",6024.28,3603.2
"18.3.2010",6012.31,3601.92
"19.3.2010",5982.43,3606.71
"22.3.2010",5987.5,3603.14
"23.3.2010",6017.27,3621.71
"24.3.2010",6039,3625.85
"25.3.2010",6132.95,3657.63
"26.3.2010",6120.05,3641.91
"29.3.2010",6156.85,3646.78
"30.3.2010",6142.45,3622.3
"31.3.2010",6153.55,3627.28
"1.4.2010",6235.56,3668.95
"2.4.2010",6235.56,3668.95
"5.4.2010",6235.56,3668.95
"6.4.2010",6252.21,3691.6
"7.4.2010",6222.41,3681.37
"8.4.2010",6171.83,3649.84
"9.4.2010",6249.7,3687.07
"12.4.2010",6250.69,3691.33
"13.4.2010",6230.83,3681.11
"14.4.2010",6278.4,3704.44
"15.4.2010",6291.45,3722.83
"16.4.2010",6180.9,3671.03
"19.4.2010",6162.44,3660.77
"20.4.2010",6264.23,3696.42
"21.4.2010",6230.38,3659.24
"22.4.2010",6168.72,3622.09
"23.4.2010",6259.53,3659.38
"26.4.2010",6332.1,3678.69
"27.4.2010",6159.51,3582.58
"28.4.2010",6084.34,3575.23
"29.4.2010",6144.91,3595.22
"30.4.2010",6135.7,3553.91
"3.5.2010",6166.92,3553.91
"4.5.2010",6006.86,3462.92
"5.5.2010",5958.45,3429.9
"6.5.2010",5908.26,3377.94
"7.5.2010",5715.09,3289.35
"10.5.2010",6017.91,3459.11
"11.5.2010",6037.71,3424.95
"12.5.2010",6183.49,3457.93
"13.5.2010",6251.97,3490.22
"14.5.2010",6056.71,3380.46
"17.5.2010",6066.92,3380.26
"18.5.2010",6155.93,3409.04
"19.5.2010",5988.67,3316.39
"20.5.2010",5867.88,3261.77
"21.5.2010",5829.25,3255.21
"24.5.2010",5805.68,3259.51
"25.5.2010",5670.04,3176.61
"26.5.2010",5758.02,3240
"27.5.2010",5937.14,3341.02
"28.5.2010",5946.18,3336.69
"31.5.2010",5964.33,3336.69
"1.6.2010",5981.27,3320.52
"2.6.2010",5981.2,3322.31
"3.6.2010",6054.63,3360.91
"4.6.2010",5938.88,3305.98
"7.6.2010",5904.95,3269.26
"8.6.2010",5868.55,3242.87
"9.6.2010",5984.75,3280.43
"10.6.2010",6056.59,3310.52
"11.6.2010",6047.83,3330.63
"14.6.2010",6125,3355.43
"15.6.2010",6175.05,3365.55
"16.6.2010",6190.91,3379.22
"17.6.2010",6223.54,3389.53
"18.6.2010",6216.98,3383.19
"21.6.2010",6292.97,3414.3
"22.6.2010",6269.04,3380.71
"23.6.2010",6204.52,3337.05
"24.6.2010",6115.48,3286.59
"25.6.2010",6070.6,3251.95
"28.6.2010",6157.22,3268.2
"29.6.2010",5952.03,3166.73
"30.6.2010",5965.52,3169.44
"1.7.2010",5857.43,3097.82
"2.7.2010",5834.15,3118.66
"5.7.2010",5816.2,3109.28
"6.7.2010",5940.98,3200.47
"7.7.2010",5992.86,3232.9
"8.7.2010",6035.66,3291.33
"9.7.2010",6065.24,3309.05
"12.7.2010",6077.19,3331.02
"13.7.2010",6191.13,3398.07
"14.7.2010",6209.76,3386.78
"15.7.2010",6149.36,3359.56
"16.7.2010",6040.27,3325.75
"19.7.2010",6009.11,3318.94
"20.7.2010",5967.49,3313.25
"21.7.2010",5990.38,3362.56
"22.7.2010",6142.15,3426.5
"23.7.2010",6166.34,3425.73
"26.7.2010",6194.21,3450.56
"27.7.2010",6207.31,3459.94
"28.7.2010",6178.94,3433.46
"29.7.2010",6134.7,3429.76
"30.7.2010",6147.97,3393.66
"2.8.2010",6292.13,3483.44
"3.8.2010",6307.91,3483.03
"4.8.2010",6331.33,3484.45
"5.8.2010",6333.58,3471.26
"6.8.2010",6259.63,3449.67
"9.8.2010",6351.6,3500.21
"10.8.2010",6286.25,3478.15
"11.8.2010",6154.07,3397.1
"12.8.2010",6135.17,3410.61
"13.8.2010",6110.41,3416.68
"16.8.2010",6110.57,3417.11
"17.8.2010",6206.4,3465.33
"18.8.2010",6186.31,3439.98
"19.8.2010",6075.13,3380.57
"20.8.2010",6005.16,3370.18
"23.8.2010",6010.91,3395.85
"24.8.2010",5935.44,3344.67
"25.8.2010",5899.5,3314.61
"26.8.2010",5912.58,3344.73
"27.8.2010",5951.17,3374.4
"30.8.2010",5912.41,3374.4
"31.8.2010",5925.22,3389.74
"1.9.2010",6083.9,3481.76
"2.9.2010",6083.85,3484.77
"3.9.2010",6134.62,3521.82
"6.9.2010",6155.04,3528.98
"7.9.2010",6117.89,3508.63
"8.9.2010",6164.44,3526.32
"9.9.2010",6221.52,3568.16
"10.9.2010",6214.77,3573.02
"13.9.2010",6261.68,3614.51
"14.9.2010",6275.41,3615.73
"15.9.2010",6261.87,3608.37
"16.9.2010",6249.65,3598.36
"17.9.2010",6209.76,3577.78
"20.9.2010",6294.58,3638.89
"21.9.2010",6275.98,3621.77
"22.9.2010",6208.33,3606.77
"23.9.2010",6184.71,3603.63
"24.9.2010",6298.3,3637.02
"27.9.2010",6278.89,3620.75
"28.9.2010",6276.09,3624.01
"29.9.2010",6246.92,3618.94
"30.9.2010",6229.02,3605.52
"1.10.2010",6211.34,3634.3
"4.10.2010",6134.21,3610.3
